filename,width,height,class,xmin,ymin,xmax,ymax,damage_type,cost
811.jpeg,224,224,door_dent,1,1,224,224,door_dent,26000
812.jpeg,224,224,door_dent,1,1,224,183,door_dent,32300
820.jpeg,224,224,door_dent,1,1,224,201,door_dent,22000
828.jpeg,224,224,door_dent,1,1,224,224,door_dent,28200
833.jpeg,224,224,door_dent,1,1,224,216,door_dent,31600
844.jpeg,224,224,door_dent,1,1,224,192,door_dent,26000
846.jpeg,224,224,door_dent,1,1,224,224,door_dent,36000
848.jpeg,224,224,door_dent,1,1,224,222,door_dent,29300
849.jpeg,224,224,door_dent,1,1,224,224,door_dent,32000
860.jpeg,224,224,door_dent,1,1,224,215,door_dent,28000
88.jpeg,224,224,door_dent,1,1,224,210,door_dent,23000
881.jpeg,224,224,door_dent,1,1,224,224,door_dent,29500
890.jpeg,224,224,door_dent,1,1,224,224,door_dent,26000
897.jpeg,224,224,door_dent,1,1,224,224,door_dent,26000
898.jpeg,224,224,door_dent,49,95,224,217,door_dent,32300
900.jpeg,224,224,door_dent,1,1,224,224,door_dent,22000
909.jpeg,224,224,door_dent,1,1,224,201,door_dent,28200
925.jpeg,224,224,door_dent,126,49,175,101,door_dent,31600
93.jpeg,224,224,door_dent,1,1,224,224,door_dent,26000
933.jpeg,224,224,door_dent,1,1,224,206,door_dent,36000
941.jpeg,224,224,door_dent,62,35,223,189,door_dent,29300
946.jpeg,224,224,door_dent,1,1,224,202,door_dent,32000
953.jpeg,224,224,door_dent,1,1,224,203,door_dent,28000
955.jpeg,224,224,door_dent,33,28,224,224,door_dent,23000
965.jpeg,224,224,door_dent,34,34,150,172,door_dent,29500
976.jpeg,224,224,door_dent,1,1,224,224,door_dent,26000
977.jpeg,224,224,door_dent,1,1,224,224,door_dent,26000
979.jpeg,224,224,door_dent,1,1,224,224,door_dent,32300
987.jpeg,224,224,door_dent,1,2,223,224,door_dent,22000
998.jpeg,224,224,door_dent,61,94,163,193,door_dent,28200
10.jpeg,224,224,door_scratch,1,1,224,223,door_scratch,31600
1000.jpeg,224,224,door_scratch,1,18,224,185,door_scratch,26000
1001.jpeg,224,224,door_scratch,1,84,224,189,door_scratch,36000
1011.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29300
1012.jpeg,224,224,door_scratch,1,1,224,203,door_scratch,32000
1016.jpeg,224,224,door_scratch,1,1,219,224,door_scratch,34000
1021.jpeg,224,224,door_scratch,1,14,224,198,door_scratch,34000
1023.jpeg,224,224,door_scratch,1,51,224,206,door_scratch,24000
1024.jpeg,224,224,door_scratch,1,1,224,200,door_scratch,33000
1038.jpeg,224,224,door_scratch,106,62,224,101,door_scratch,24000
1042.jpeg,224,224,door_scratch,96,66,224,168,door_scratch,24000
105.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,33000
106.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,24000
1069.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
1082.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28000
1095.jpeg,224,224,door_scratch,1,56,179,146,door_scratch,23000
1104.jpeg,224,224,door_scratch,106,141,208,193,door_scratch,29500
1106.jpeg,224,224,door_scratch,1,35,224,224,door_scratch,26000
1110.jpeg,224,224,door_scratch,1,1,224,79,door_scratch,26000
1114.jpeg,224,224,door_scratch,1,1,224,209,door_scratch,32300
1119.jpeg,224,224,door_scratch,1,68,224,172,door_scratch,22000
112.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28200
1128.jpeg,224,224,door_scratch,1,58,224,167,door_scratch,31600
1137.jpeg,224,224,door_scratch,54,88,163,138,door_scratch,26000
1139.jpeg,224,224,door_scratch,1,36,224,219,door_scratch,36000
1141.jpeg,224,224,door_scratch,1,59,224,159,door_scratch,29300
1145.jpeg,224,224,door_scratch,25,90,224,190,door_scratch,32000
1147.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
115.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
1153.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28000
1154.jpeg,224,224,door_scratch,1,1,224,203,door_scratch,23000
1165.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29500
1180.jpeg,224,224,door_scratch,1,1,224,200,door_scratch,26000
1192.jpeg,224,224,door_scratch,1,15,224,224,door_scratch,26000
1213.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,32300
1222.jpeg,224,224,door_scratch,1,1,224,143,door_scratch,22000
1227.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28200
1238.jpeg,224,224,door_scratch,1,57,224,224,door_scratch,31600
124.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
1242.jpeg,224,224,door_scratch,1,41,224,160,door_scratch,36000
1244.jpeg,224,224,door_scratch,1,1,194,207,door_scratch,29300
125.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,32000
1277.jpeg,224,224,door_scratch,1,1,222,224,door_scratch,14000
1281.jpeg,224,224,door_scratch,24,1,207,216,door_scratch,14000
1287.jpeg,224,224,door_scratch,1,2,224,224,door_scratch,28000
1298.jpeg,224,224,door_scratch,28,57,218,136,door_scratch,23000
1305.jpeg,224,224,door_scratch,62,1,224,197,door_scratch,29500
1323.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
1329.jpeg,224,224,door_scratch,1,35,224,194,door_scratch,26000
1335.jpeg,224,224,door_scratch,1,1,224,186,door_scratch,32300
1341.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,22000
1349.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28200
135.jpeg,224,224,door_scratch,1,1,224,203,door_scratch,31600
1358.jpeg,224,224,door_scratch,1,37,224,199,door_scratch,26000
1367.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,36000
1379.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29300
1385.jpeg,224,224,door_scratch,1,83,224,154,door_scratch,32000
139.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
1395.jpeg,224,224,door_scratch,23,53,196,168,door_scratch,14000
1401.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
1413.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28000
1432.jpeg,224,224,door_scratch,1,7,101,200,door_scratch,23000
1438.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29500
1449.jpeg,224,224,door_scratch,1,1,224,222,door_scratch,26000
1450.jpeg,224,224,door_scratch,2,68,224,206,door_scratch,26000
1454.jpeg,224,224,door_scratch,1,29,169,224,door_scratch,32300
1457.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,22000
146.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28200
1460.jpeg,224,224,door_scratch,1,1,224,199,door_scratch,31600
147.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
1481.jpeg,224,224,door_scratch,1,1,224,122,door_scratch,36000
1495.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29300
1499.jpeg,224,224,door_scratch,1,53,224,160,door_scratch,32000
1500.jpeg,224,224,door_scratch,1,73,224,190,door_scratch,14500
1506.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,15600
169.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
173.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
174.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,17300
181.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,15700
188.jpeg,224,224,door_scratch,1,48,222,205,door_scratch,14500
197.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,15600
2.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28000
218.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,23000
219.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29500
235.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
267.jpeg,224,224,door_scratch,1,1,224,191,door_scratch,26000
276.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,32300
289.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,22000
29.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28200
304.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,31600
311.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
317.jpeg,224,224,door_scratch,1,1,224,223,door_scratch,36000
32.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29300
329.jpeg,224,224,door_scratch,1,1,224,204,door_scratch,32000
338.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
341.jpeg,224,224,door_scratch,1,1,224,222,door_scratch,17300
347.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,15700
375.jpeg,224,224,door_scratch,1,1,224,195,door_scratch,14500
390.jpeg,224,224,door_scratch,56,58,129,97,door_scratch,15600
409.jpeg,224,224,door_scratch,1,1,224,199,door_scratch,28000
42.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,23000
426.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29500
429.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
437.jpeg,224,224,door_scratch,1,1,170,159,door_scratch,26000
44.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,32300
441.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,22000
463.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28200
486.jpeg,224,224,door_scratch,1,1,224,223,door_scratch,31600
501.jpeg,224,224,door_scratch,1,1,224,223,door_scratch,26000
509.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,36000
51.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29300
510.jpeg,224,224,door_scratch,1,1,224,165,door_scratch,32000
521.jpeg,224,224,door_scratch,1,48,224,165,door_scratch,14500
525.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,15600
529.jpeg,224,224,door_scratch,1,1,224,201,door_scratch,14000
554.jpeg,224,224,door_scratch,92,41,224,199,door_scratch,14000
559.jpeg,224,224,door_scratch,1,1,224,197,door_scratch,18000
566.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,16650
572.jpeg,224,224,door_scratch,1,1,224,223,door_scratch,28000
592.jpeg,224,224,door_scratch,1,1,222,224,door_scratch,23000
593.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29500
595.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
608.jpeg,224,224,door_scratch,92,51,224,183,door_scratch,26000
611.jpeg,224,224,door_scratch,65,93,164,158,door_scratch,32300
624.jpeg,224,224,door_scratch,1,2,224,224,door_scratch,22000
63.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28200
630.jpeg,224,224,door_scratch,1,1,224,221,door_scratch,31600
635.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
640.jpeg,224,224,door_scratch,1,1,224,198,door_scratch,36000
641.jpeg,224,224,door_scratch,1,2,224,224,door_scratch,29300
662.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,32000
673.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,18000
687.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,16650
708.jpeg,224,224,door_scratch,1,1,223,224,door_scratch,14000
725.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,17300
729.jpeg,224,224,door_scratch,1,1,224,210,door_scratch,15700
735.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14500
740.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,15600
775.jpeg,224,224,door_scratch,1,1,224,203,door_scratch,28000
795.jpeg,224,224,door_scratch,1,2,224,224,door_scratch,23000
809.jpeg,224,224,door_scratch,1,1,223,224,door_scratch,29500
829.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
831.jpeg,224,224,door_scratch,1,1,224,202,door_scratch,26000
850.jpeg,224,224,door_scratch,1,1,224,223,door_scratch,32300
854.jpeg,224,224,door_scratch,1,1,203,224,door_scratch,22000
861.jpeg,224,224,door_scratch,1,131,155,209,door_scratch,28200
868.jpeg,224,224,door_scratch,1,79,224,224,door_scratch,31600
869.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,26000
873.jpeg,224,224,door_scratch,1,54,224,129,door_scratch,36000
879.jpeg,224,224,door_scratch,1,31,224,193,door_scratch,29300
883.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,32000
89.jpeg,224,224,door_scratch,1,1,224,207,door_scratch,14500
891.jpeg,224,224,door_scratch,1,2,224,224,door_scratch,15600
923.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,14000
926.jpeg,224,224,door_scratch,1,1,224,93,door_scratch,14000
932.jpeg,224,224,door_scratch,1,1,220,224,door_scratch,17300
943.jpeg,224,224,door_scratch,1,1,186,73,door_scratch,15700
945.jpeg,224,224,door_scratch,56,23,194,135,door_scratch,14500
947.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,28000
956.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,23000
98.jpeg,224,224,door_scratch,1,1,224,224,door_scratch,29500
0.jpeg,224,224,front_damage,69,87,223,218,front_damage,26000
1051.jpeg,224,224,front_damage,8,49,224,201,front_damage,26000
1061.jpeg,224,224,front_damage,1,1,224,198,front_damage,32300
1074.jpeg,224,224,front_damage,13,1,224,209,front_damage,22000
1077.jpeg,224,224,front_damage,1,1,220,209,front_damage,28200
1108.jpeg,224,224,front_damage,29,65,224,218,front_damage,31600
1117.jpeg,224,224,front_damage,1,1,224,224,front_damage,26000
1124.jpeg,224,224,front_damage,16,11,224,214,front_damage,36000
1132.jpeg,224,224,front_damage,1,1,224,192,front_damage,29300
1156.jpeg,224,224,front_damage,1,19,224,224,front_damage,32000
118.jpeg,224,224,front_damage,1,1,224,208,front_damage,36500
1193.jpeg,224,224,front_damage,1,59,224,185,front_damage,41700
1206.jpeg,224,224,front_damage,1,19,175,188,front_damage,36800
1237.jpeg,224,224,front_damage,1,22,224,185,front_damage,37800
1265.jpeg,224,224,front_damage,1,1,224,224,front_damage,36500
1278.jpeg,224,224,front_damage,1,47,221,198,front_damage,41700
1311.jpeg,224,224,front_damage,39,38,224,169,front_damage,36800
1319.jpeg,224,224,front_damage,22,11,224,138,front_damage,30000
1342.jpeg,224,224,front_damage,1,30,224,183,front_damage,42000
1354.jpeg,224,224,front_damage,1,1,224,224,front_damage,37800
1383.jpeg,224,224,front_damage,1,1,224,222,front_damage,36500
1387.jpeg,224,224,front_damage,6,10,224,194,front_damage,41700
1403.jpeg,224,224,front_damage,33,53,224,169,front_damage,36800
1428.jpeg,224,224,front_damage,1,1,224,224,front_damage,37800
1455.jpeg,224,224,front_damage,1,29,224,207,front_damage,36500
1464.jpeg,224,224,front_damage,16,22,214,188,front_damage,41700
1479.jpeg,224,224,front_damage,1,1,224,224,front_damage,36800
1489.jpeg,224,224,front_damage,34,97,220,203,front_damage,30000
1496.jpeg,224,224,front_damage,1,26,224,218,front_damage,42000
157.jpeg,224,224,front_damage,1,1,224,224,front_damage,37800
162.jpeg,224,224,front_damage,1,51,191,214,front_damage,36500
176.jpeg,224,224,front_damage,1,1,224,212,front_damage,41700
177.jpeg,224,224,front_damage,1,12,224,224,front_damage,36800
255.jpeg,224,224,front_damage,1,22,224,201,front_damage,42000
257.jpeg,224,224,front_damage,1,31,224,194,front_damage,37800
271.jpeg,224,224,front_damage,1,1,224,202,front_damage,36500
291.jpeg,224,224,front_damage,1,1,224,204,front_damage,41700
298.jpeg,224,224,front_damage,1,12,224,221,front_damage,36800
313.jpeg,224,224,front_damage,1,1,224,224,front_damage,37800
33.jpeg,224,224,front_damage,1,1,224,223,front_damage,36500
330.jpeg,224,224,front_damage,1,8,224,221,front_damage,41700
362.jpeg,224,224,front_damage,1,11,224,201,front_damage,36800
391.jpeg,224,224,front_damage,1,1,224,206,front_damage,30000
40.jpeg,224,224,front_damage,1,1,224,223,front_damage,42000
412.jpeg,224,224,front_damage,132,82,180,150,front_damage,37800
447.jpeg,224,224,front_damage,1,1,224,222,front_damage,36500
495.jpeg,224,224,front_damage,1,82,224,212,front_damage,41700
5.jpeg,224,224,front_damage,15,32,147,174,front_damage,36800
59.jpeg,224,224,front_damage,1,1,224,224,front_damage,42000
602.jpeg,224,224,front_damage,69,35,224,221,front_damage,37800
610.jpeg,224,224,front_damage,1,1,224,224,front_damage,36500
655.jpeg,224,224,front_damage,1,1,224,219,front_damage,41700
689.jpeg,224,224,front_damage,1,1,224,201,front_damage,36800
69.jpeg,224,224,front_damage,1,1,224,224,front_damage,37800
713.jpeg,224,224,front_damage,1,13,224,165,front_damage,36500
722.jpeg,224,224,front_damage,1,1,224,224,front_damage,41700
726.jpeg,224,224,front_damage,1,1,224,224,front_damage,36800
732.jpeg,224,224,front_damage,1,1,215,221,front_damage,30000
805.jpeg,224,224,front_damage,5,58,209,198,front_damage,42000
82.jpeg,224,224,front_damage,1,1,224,221,front_damage,37800
838.jpeg,224,224,front_damage,57,65,181,145,front_damage,36500
839.jpeg,224,224,front_damage,1,3,224,216,front_damage,41700
859.jpeg,224,224,front_damage,1,35,224,224,front_damage,36800
878.jpeg,224,224,front_damage,82,46,224,207,front_damage,36800
919.jpeg,224,224,front_damage,156,43,224,159,front_damage,30000
935.jpeg,224,224,front_damage,1,78,213,224,front_damage,42000
938.jpeg,224,224,front_damage,1,9,224,217,front_damage,37800
940.jpeg,224,224,front_damage,6,35,224,192,front_damage,36500
975.jpeg,224,224,front_damage,1,1,224,224,front_damage,41700
985.jpeg,224,224,front_damage,1,1,223,203,front_damage,36800
7.jpeg,224,224,front_side_damage,61,45,224,189,No_Damage,0
1007.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,14600
1010.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
1026.jpeg,224,224,glass_shatter,1,23,224,224,glass_shatter,26700
1032.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
1035.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
1045.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,14600
1049.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
1050.jpeg,224,224,glass_shatter,22,79,167,128,glass_shatter,26700
1070.jpeg,224,224,glass_shatter,41,11,209,207,glass_shatter,30000
1073.jpeg,224,224,glass_shatter,1,1,224,204,glass_shatter,32700
108.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
1081.jpeg,224,224,glass_shatter,1,28,224,224,glass_shatter,32700
109.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,14600
1091.jpeg,224,224,glass_shatter,1,1,224,202,glass_shatter,38750
1097.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
1101.jpeg,224,224,glass_shatter,1,1,224,213,glass_shatter,30000
1111.jpeg,224,224,glass_shatter,1,9,224,171,glass_shatter,32700
1116.jpeg,224,224,glass_shatter,1,14,224,116,glass_shatter,30000
1129.jpeg,224,224,glass_shatter,1,32,224,202,glass_shatter,32700
1163.jpeg,224,224,glass_shatter,1,1,224,222,glass_shatter,30000
1172.jpeg,224,224,glass_shatter,1,1,224,188,glass_shatter,32700
1200.jpeg,224,224,glass_shatter,1,11,224,163,glass_shatter,14600
1214.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter,38750
1216.jpeg,224,224,glass_shatter,1,1,224,135,glass_shatter,26700
1224.jpeg,224,224,glass_shatter,1,10,224,198,glass_shatter,30000
1226.jpeg,224,224,glass_shatter,48,1,224,224,glass_shatter,32700
1243.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
1289.jpeg,224,224,glass_shatter,1,1,224,211,glass_shatter,26700
1300.jpeg,224,224,glass_shatter,1,1,224,209,glass_shatter,30000
1303.jpeg,224,224,glass_shatter,10,29,224,210,glass_shatter,32700
1313.jpeg,224,224,glass_shatter,61,23,171,88,glass_shatter,30000
1325.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
1331.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
1338.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
1345.jpeg,224,224,glass_shatter,1,1,219,224,glass_shatter,14600
1351.jpeg,224,224,glass_shatter,1,1,224,207,glass_shatter,38750
1362.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
1372.jpeg,224,224,glass_shatter,1,10,224,224,glass_shatter,30000
1384.jpeg,224,224,glass_shatter,1,1,224,208,glass_shatter,32700
1391.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
1396.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
14.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
1405.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
141.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
1442.jpeg,224,224,glass_shatter,60,1,224,209,glass_shatter,32700
1448.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
1451.jpeg,224,224,glass_shatter,9,1,224,130,glass_shatter,32700
1458.jpeg,224,224,glass_shatter,1,1,204,224,glass_shatter,14600
1473.jpeg,224,224,glass_shatter,1,12,224,224,glass_shatter,38750
1490.jpeg,224,224,glass_shatter,1,1,224,211,glass_shatter,26700
1508.jpeg,224,224,glass_shatter,1,1,221,224,glass_shatter,30000
1511.jpeg,224,224,glass_shatter,1,1,204,202,glass_shatter,32700
152.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
156.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
165.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
178.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
18.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
185.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
187.jpeg,224,224,glass_shatter,1,1,224,176,glass_shatter,30000
195.jpeg,224,224,glass_shatter,1,1,224,210,glass_shatter,32700
196.jpeg,224,224,glass_shatter,1,10,224,224,glass_shatter,14600
210.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
220.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
226.jpeg,224,224,glass_shatter,1,35,224,224,glass_shatter,30000
237.jpeg,224,224,glass_shatter,1,1,224,202,glass_shatter,32700
245.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
253.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
256.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
26.jpeg,224,224,glass_shatter,1,51,224,224,glass_shatter,32700
284.jpeg,224,224,glass_shatter,21,13,203,177,glass_shatter,30000
286.jpeg,224,224,glass_shatter,1,30,224,194,glass_shatter,32700
290.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
305.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
350.jpeg,224,224,glass_shatter,1,15,224,224,glass_shatter,14600
363.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter,38750
373.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
377.jpeg,224,224,glass_shatter,1,9,224,198,glass_shatter,30000
378.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
385.jpeg,224,224,glass_shatter,1,7,224,224,glass_shatter,38750
406.jpeg,224,224,glass_shatter,1,2,224,202,glass_shatter,26700
411.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
425.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
427.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
431.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
435.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
454.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
466.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter,14600
47.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
482.jpeg,224,224,glass_shatter,1,1,224,214,glass_shatter,26700
484.jpeg,224,224,glass_shatter,1,1,224,203,glass_shatter,30000
485.jpeg,224,224,glass_shatter,1,12,224,202,glass_shatter,32700
489.jpeg,224,224,glass_shatter,1,1,224,202,glass_shatter,38750
496.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter,26700
507.jpeg,224,224,glass_shatter,1,19,224,224,glass_shatter,30000
514.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
519.jpeg,224,224,glass_shatter,1,50,224,223,glass_shatter,30000
520.jpeg,224,224,glass_shatter,1,38,224,191,glass_shatter,32700
524.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
555.jpeg,224,224,glass_shatter,1,19,224,213,glass_shatter,32700
560.jpeg,224,224,glass_shatter,1,1,224,221,glass_shatter,14600
562.jpeg,224,224,glass_shatter,1,1,224,214,glass_shatter,38750
565.jpeg,224,224,glass_shatter,1,42,224,203,glass_shatter,26700
569.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
577.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
596.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
6.jpeg,224,224,glass_shatter,61,43,224,190,glass_shatter,26700
621.jpeg,224,224,glass_shatter,1,1,224,202,glass_shatter,30000
626.jpeg,224,224,glass_shatter,1,1,224,201,glass_shatter,32700
639.jpeg,224,224,glass_shatter,1,11,224,224,glass_shatter,30000
652.jpeg,224,224,glass_shatter,1,27,224,224,glass_shatter,32700
66.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
663.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
67.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,14600
678.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
68.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,26700
683.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
688.jpeg,224,224,glass_shatter,1,13,224,215,glass_shatter,32700
712.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
724.jpeg,224,224,glass_shatter,1,2,224,224,glass_shatter,26700
754.jpeg,224,224,glass_shatter,1,1,224,201,glass_shatter,30000
761.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
769.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
77.jpeg,224,224,glass_shatter,1,1,224,200,glass_shatter,32700
779.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
789.jpeg,224,224,glass_shatter,63,29,224,185,glass_shatter,32700
810.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,14600
821.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
825.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter,26700
832.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
835.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
842.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,38750
843.jpeg,224,224,glass_shatter,21,51,161,123,glass_shatter,26700
85.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,30000
858.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
867.jpeg,224,224,glass_shatter,19,12,194,199,glass_shatter,30000
892.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter,32700
911.jpeg,224,224,glass_shatter,1,14,193,175,glass_shatter,30000
921.jpeg,224,224,glass_shatter,1,1,224,203,glass_shatter,32700
989.jpeg,224,224,glass_shatter,60,33,176,158,glass_shatter,14600
995.jpeg,224,224,glass_shatter,1,1,224,210,glass_shatter,28750
1.jpeg,224,224,head_lamp,1,1,223,222,head_lamp,26700
1009.jpeg,224,224,head_lamp,1,1,224,212,head_lamp,30000
