filename,width,height,class,xmin,ymin,xmax,ymax,damage_type
1049.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
105.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1050.jpeg,224,224,glass_shatter,22,79,167,128,glass_shatter
1051.jpeg,224,224,front_damage,8,49,224,201,front_damage
1052.jpeg,224,224,No_Damage,1,30,224,202,No_Damage
1053.jpeg,224,224,severe_damage,1,31,224,201,severe_damage
1054.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1055.jpeg,224,224,door_dent,1,1,158,224,door_dent
1056.jpeg,224,224,No_Damage,1,33,224,182,No_Damage
1057.jpeg,224,224,door_dent,1,1,224,204,door_dent
1058.jpeg,224,224,bumper_dent,43,1,224,224,bumper_dent
1059.jpeg,224,224,No_Damage,36,82,182,190,No_Damage
106.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1060.jpeg,224,224,tail_lamp,1,1,224,171,tail_lamp
1061.jpeg,224,224,front_damage,1,1,224,198,front_damage
1062.jpeg,224,224,No_Damage,1,81,224,206,No_Damage
1063.jpeg,224,224,severe_damage,82,131,163,176,severe_damage
1064.jpeg,224,224,No_Damage,1,63,224,199,No_Damage
1065.jpeg,224,224,bumper_scratch,1,1,224,205,bumper_scratch
1066.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
1067.jpeg,224,224,No_Damage,1,57,224,214,No_Damage
1068.jpeg,224,224,bumper_dent,1,1,224,219,bumper_dent
1069.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
107.jpeg,224,224,No_Damage,1,24,224,224,No_Damage
1070.jpeg,224,224,glass_shatter,41,11,209,207,glass_shatter
1071.jpeg,224,224,severe_damage,1,9,224,224,severe_damage
1072.jpeg,224,224,head_lamp,1,1,224,211,head_lamp
1073.jpeg,224,224,glass_shatter,1,1,224,204,glass_shatter
1074.jpeg,224,224,front_damage,13,1,224,209,front_damage
1075.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1076.jpeg,224,224,No_Damage,1,36,224,201,No_Damage
1077.jpeg,224,224,front_damage,1,1,220,209,front_damage
1078.jpeg,224,224,head_lamp,1,1,224,187,head_lamp
1079.jpeg,224,224,bumper_dent,1,1,211,224,bumper_dent
108.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1080.jpeg,224,224,No_Damage,7,54,221,145,No_Damage
1081.jpeg,224,224,glass_shatter,1,28,224,224,glass_shatter
1082.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1083.jpeg,224,224,No_Damage,1,99,224,211,No_Damage
1084.jpeg,224,224,tail_lamp,1,1,100,224,tail_lamp
1085.jpeg,224,224,tail_lamp,1,1,165,163,tail_lamp
1086.jpeg,224,224,door_dent,1,1,224,209,door_dent
1087.jpeg,224,224,tail_lamp,32,1,179,224,tail_lamp
1088.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1089.jpeg,224,224,door_dent,1,1,224,203,door_dent
109.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1090.jpeg,224,224,door_dent,1,1,224,224,door_dent
1091.jpeg,224,224,glass_shatter,1,1,224,202,glass_shatter
1092.jpeg,224,224,bumper_dent,1,1,224,184,bumper_dent
1093.jpeg,224,224,tail_lamp,1,1,224,202,tail_lamp
1094.jpeg,224,224,No_Damage,1,11,224,224,No_Damage
1095.jpeg,224,224,door_scratch,1,56,179,146,door_scratch
1096.jpeg,224,224,No_Damage,1,22,224,201,No_Damage
1097.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1098.jpeg,224,224,severe_damage,1,1,224,208,severe_damage
1099.jpeg,224,224,door_dent,1,1,224,224,door_dent
11.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
110.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1100.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1101.jpeg,224,224,glass_shatter,1,1,224,213,glass_shatter
1102.jpeg,224,224,No_Damage,1,85,224,220,No_Damage
1103.jpeg,224,224,door_dent,1,1,224,204,door_dent
1104.jpeg,224,224,door_scratch,106,141,208,193,door_scratch
1105.jpeg,224,224,severe_damage,30,1,224,201,severe_damage
1106.jpeg,224,224,door_scratch,1,35,224,224,door_scratch
1107.jpeg,224,224,head_lamp,1,1,143,209,head_lamp
1108.jpeg,224,224,front_damage,29,65,224,218,front_damage
1109.jpeg,224,224,head_lamp,2,1,224,223,head_lamp
111.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1110.jpeg,224,224,door_scratch,1,1,224,79,door_scratch
1111.jpeg,224,224,glass_shatter,1,9,224,171,glass_shatter
1112.jpeg,224,224,No_Damage,1,50,224,200,No_Damage
1113.jpeg,224,224,tail_lamp,95,32,224,224,tail_lamp
1114.jpeg,224,224,door_scratch,1,1,224,209,door_scratch
1115.jpeg,224,224,No_Damage,1,16,224,210,No_Damage
1116.jpeg,224,224,glass_shatter,1,14,224,116,glass_shatter
1117.jpeg,224,224,front_damage,1,1,224,224,front_damage
1118.jpeg,224,224,severe_damage,1,26,224,222,severe_damage
1119.jpeg,224,224,door_scratch,1,68,224,172,door_scratch
112.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1120.jpeg,224,224,bumper_dent,1,1,220,203,bumper_dent
1121.jpeg,224,224,severe_damage,1,5,224,178,severe_damage
1122.jpeg,224,224,door_dent,1,1,224,224,door_dent
1123.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
1124.jpeg,224,224,front_damage,16,11,224,214,front_damage
1125.jpeg,224,224,bumper_dent,139,96,224,167,bumper_dent
1126.jpeg,224,224,tire_damage,1,1,224,209,tire_damage
1127.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1128.jpeg,224,224,door_scratch,1,58,224,167,door_scratch
1129.jpeg,224,224,glass_shatter,1,32,224,202,glass_shatter
113.jpeg,224,224,No_Damage,1,41,224,222,No_Damage
1130.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
1131.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1132.jpeg,224,224,front_damage,1,1,224,192,front_damage
1133.jpeg,224,224,No_Damage,1,3,224,224,No_Damage
1134.jpeg,224,224,bumper_scratch,1,1,224,210,bumper_scratch
1135.jpeg,224,224,bumper_dent,1,1,224,223,bumper_dent
1136.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1137.jpeg,224,224,door_scratch,54,88,163,138,door_scratch
1138.jpeg,224,224,door_dent,1,27,224,190,door_dent
1139.jpeg,224,224,door_scratch,1,36,224,219,door_scratch
114.jpeg,224,224,severe_damage,1,1,224,210,severe_damage
1140.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
1141.jpeg,224,224,door_scratch,1,59,224,159,door_scratch
1142.jpeg,224,224,severe_damage,1,22,224,186,severe_damage
1143.jpeg,224,224,severe_damage,1,18,224,224,severe_damage
1144.jpeg,224,224,head_lamp,1,1,224,208,head_lamp
1145.jpeg,224,224,door_scratch,25,90,224,190,door_scratch
1146.jpeg,224,224,bumper_dent,18,53,214,222,bumper_dent
1147.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1148.jpeg,224,224,No_Damage,1,34,224,211,No_Damage
1149.jpeg,224,224,door_dent,138,87,224,207,door_dent
115.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1150.jpeg,224,224,severe_damage,1,42,224,221,severe_damage
1151.jpeg,224,224,tail_lamp,1,3,224,224,tail_lamp
1152.jpeg,224,224,bumper_scratch,103,66,207,188,bumper_scratch
1153.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1154.jpeg,224,224,door_scratch,1,1,224,203,door_scratch
1155.jpeg,224,224,door_dent,40,71,119,169,door_dent
1156.jpeg,224,224,front_damage,1,19,224,224,front_damage
1157.jpeg,224,224,No_Damage,1,41,224,182,No_Damage
1158.jpeg,224,224,head_lamp,1,1,224,205,head_lamp
1159.jpeg,224,224,severe_damage,43,36,224,224,severe_damage
116.jpeg,224,224,No_Damage,1,1,224,174,No_Damage
1160.jpeg,224,224,No_Damage,1,55,224,187,No_Damage
1161.jpeg,224,224,No_Damage,1,16,224,224,No_Damage
1162.jpeg,224,224,bumper_dent,1,41,224,224,bumper_dent
1163.jpeg,224,224,glass_shatter,1,1,224,222,glass_shatter
1164.jpeg,224,224,No_Damage,1,46,224,174,No_Damage
1165.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1166.jpeg,224,224,bumper_dent,2,1,224,189,bumper_dent
1167.jpeg,224,224,No_Damage,1,49,224,182,No_Damage
1168.jpeg,224,224,bumper_scratch,60,135,93,173,bumper_scratch
1169.jpeg,224,224,severe_damage,1,53,224,172,severe_damage
117.jpeg,224,224,head_lamp,1,1,224,203,head_lamp
1170.jpeg,224,224,No_Damage,1,58,224,169,No_Damage
1171.jpeg,224,224,bumper_scratch,68,52,152,152,bumper_scratch
1172.jpeg,224,224,glass_shatter,1,1,224,188,glass_shatter
1173.jpeg,224,224,door_dent,1,1,224,224,door_dent
1174.jpeg,224,224,tail_lamp,1,1,224,209,tail_lamp
1175.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
1176.jpeg,224,224,head_lamp,1,1,223,224,head_lamp
1177.jpeg,224,224,head_lamp,1,1,224,221,head_lamp
1178.jpeg,224,224,No_Damage,1,9,224,201,No_Damage
1179.jpeg,224,224,head_lamp,1,1,224,200,head_lamp
118.jpeg,224,224,front_damage,1,1,224,208,front_damage
1180.jpeg,224,224,door_scratch,1,1,224,200,door_scratch
1181.jpeg,224,224,No_Damage,1,30,224,198,No_Damage
1182.jpeg,224,224,No_Damage,13,49,217,168,No_Damage
1183.jpeg,224,224,No_Damage,1,41,224,178,No_Damage
1184.jpeg,224,224,No_Damage,1,37,224,147,No_Damage
1185.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
1186.jpeg,224,224,bumper_dent,23,10,214,170,bumper_dent
1187.jpeg,224,224,door_dent,85,6,208,145,door_dent
1188.jpeg,224,224,severe_damage,4,9,224,223,severe_damage
1189.jpeg,224,224,bumper_dent,19,24,119,180,bumper_dent
119.jpeg,224,224,No_Damage,1,76,224,224,No_Damage
1190.jpeg,224,224,No_Damage,1,51,224,203,No_Damage
1191.jpeg,224,224,tail_lamp,1,49,138,167,tail_lamp
1192.jpeg,224,224,door_scratch,1,15,224,224,door_scratch
1193.jpeg,224,224,front_damage,1,59,224,185,front_damage
1194.jpeg,224,224,No_Damage,1,11,224,208,No_Damage
1195.jpeg,224,224,tail_lamp,31,1,119,174,tail_lamp
1196.jpeg,224,224,tail_lamp,26,34,164,202,tail_lamp
1197.jpeg,224,224,severe_damage,83,73,208,217,severe_damage
1198.jpeg,224,224,bumper_dent,1,28,204,193,bumper_dent
1199.jpeg,224,224,door_dent,10,59,158,154,door_dent
12.jpeg,224,224,door_dent,1,1,203,224,door_dent
120.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
1200.jpeg,224,224,glass_shatter,1,11,224,163,glass_shatter
1201.jpeg,224,224,tail_lamp,16,17,178,183,tail_lamp
1202.jpeg,224,224,No_Damage,1,26,224,224,No_Damage
1203.jpeg,224,224,door_dent,25,54,103,119,door_dent
1204.jpeg,224,224,No_Damage,10,54,219,218,No_Damage
1205.jpeg,224,224,door_dent,78,59,177,154,door_dent
1206.jpeg,224,224,front_damage,1,19,175,188,front_damage
1207.jpeg,224,224,No_Damage,1,79,224,197,No_Damage
1208.jpeg,224,224,No_Damage,1,51,187,163,No_Damage
1209.jpeg,224,224,bumper_dent,1,1,192,224,bumper_dent
121.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1210.jpeg,224,224,severe_damage,1,16,224,215,severe_damage
1211.jpeg,224,224,No_Damage,1,69,224,204,No_Damage
1212.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
1213.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1214.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter
1215.jpeg,224,224,No_Damage,43,4,224,196,No_Damage
1216.jpeg,224,224,glass_shatter,1,1,224,135,glass_shatter
1217.jpeg,224,224,door_dent,101,82,156,149,door_dent
1218.jpeg,224,224,severe_damage,1,34,210,214,severe_damage
1219.jpeg,224,224,door_dent,71,45,150,138,door_dent
122.jpeg,224,224,door_dent,1,1,224,209,door_dent
1220.jpeg,224,224,door_dent,58,47,176,148,door_dent
1221.jpeg,224,224,head_lamp,1,13,224,179,head_lamp
1222.jpeg,224,224,door_scratch,1,1,224,143,door_scratch
1223.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1224.jpeg,224,224,glass_shatter,1,10,224,198,glass_shatter
1225.jpeg,224,224,door_dent,1,58,120,164,door_dent
1226.jpeg,224,224,glass_shatter,48,1,224,224,glass_shatter
1227.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1228.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1229.jpeg,224,224,bumper_scratch,67,62,224,224,bumper_scratch
123.jpeg,224,224,No_Damage,1,9,224,181,No_Damage
1230.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1231.jpeg,224,224,bumper_dent,35,82,151,182,bumper_dent
1232.jpeg,224,224,No_Damage,1,21,224,216,No_Damage
1233.jpeg,224,224,No_Damage,1,59,215,209,No_Damage
1234.jpeg,224,224,No_Damage,1,40,224,224,No_Damage
1235.jpeg,224,224,bumper_scratch,12,48,170,168,bumper_scratch
1236.jpeg,224,224,severe_damage,1,34,224,197,severe_damage
1237.jpeg,224,224,front_damage,1,22,224,185,front_damage
1238.jpeg,224,224,door_scratch,1,57,224,224,door_scratch
1239.jpeg,224,224,bumper_scratch,112,108,150,152,bumper_scratch
124.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1240.jpeg,224,224,tail_lamp,125,1,224,202,tail_lamp
1241.jpeg,224,224,door_dent,36,116,160,197,door_dent
1242.jpeg,224,224,door_scratch,1,41,224,160,door_scratch
1243.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1244.jpeg,224,224,door_scratch,1,1,194,207,door_scratch
1245.jpeg,224,224,door_dent,1,1,223,224,door_dent
1246.jpeg,224,224,No_Damage,14,91,210,218,No_Damage
1247.jpeg,224,224,severe_damage,1,18,224,224,severe_damage
1248.jpeg,224,224,bumper_scratch,72,97,154,149,bumper_scratch
1249.jpeg,224,224,head_lamp,1,1,224,223,head_lamp
125.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1250.jpeg,224,224,severe_damage,11,62,214,175,severe_damage
1251.jpeg,224,224,tail_lamp,16,5,166,224,tail_lamp
1252.jpeg,224,224,No_Damage,1,21,224,164,No_Damage
1253.jpeg,224,224,door_dent,36,82,209,155,door_dent
1254.jpeg,224,224,No_Damage,1,24,224,212,No_Damage
1255.jpeg,224,224,door_dent,1,1,224,224,door_dent
1256.jpeg,224,224,tail_lamp,1,1,188,224,tail_lamp
1257.jpeg,224,224,door_dent,1,1,224,224,door_dent
1258.jpeg,224,224,head_lamp,27,54,167,195,head_lamp
1259.jpeg,224,224,bumper_dent,75,5,202,137,bumper_dent
126.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
1260.jpeg,224,224,severe_damage,1,1,224,201,severe_damage
1261.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
1262.jpeg,224,224,tail_lamp,50,8,193,224,tail_lamp
1263.jpeg,224,224,severe_damage,1,28,224,170,severe_damage
1264.jpeg,224,224,No_Damage,1,35,224,198,No_Damage
1265.jpeg,224,224,front_damage,1,1,224,224,front_damage
1266.jpeg,224,224,tail_lamp,1,15,224,209,tail_lamp
1267.jpeg,224,224,head_lamp,1,9,224,192,head_lamp
1268.jpeg,224,224,severe_damage,1,25,224,224,severe_damage
1269.jpeg,224,224,tail_lamp,1,22,185,172,tail_lamp
127.jpeg,224,224,No_Damage,1,41,224,214,No_Damage
1270.jpeg,224,224,No_Damage,9,8,224,206,No_Damage
1271.jpeg,224,224,bumper_dent,47,40,224,203,bumper_dent
1272.jpeg,224,224,door_dent,1,45,203,224,door_dent
1273.jpeg,224,224,No_Damage,1,37,224,206,No_Damage
1274.jpeg,224,224,head_lamp,1,1,224,188,head_lamp
1275.jpeg,224,224,tail_lamp,1,1,163,224,tail_lamp
1276.jpeg,224,224,door_dent,44,71,142,190,door_dent
1277.jpeg,224,224,door_scratch,1,1,222,224,door_scratch
1278.jpeg,224,224,front_damage,1,47,221,198,front_damage
1279.jpeg,224,224,door_dent,1,1,224,224,door_dent
128.jpeg,224,224,severe_damage,1,42,224,224,severe_damage
1280.jpeg,224,224,No_Damage,1,8,224,187,No_Damage
1281.jpeg,224,224,door_scratch,24,1,207,216,door_scratch
1282.jpeg,224,224,No_Damage,1,87,224,192,No_Damage
1283.jpeg,224,224,tail_lamp,1,32,224,194,tail_lamp
1284.jpeg,224,224,door_dent,76,39,178,168,door_dent
1285.jpeg,224,224,No_Damage,1,94,224,220,No_Damage
1286.jpeg,224,224,No_Damage,1,37,220,170,No_Damage
1287.jpeg,224,224,door_scratch,1,2,224,224,door_scratch
1288.jpeg,224,224,severe_damage,1,17,196,224,severe_damage
1289.jpeg,224,224,glass_shatter,1,1,224,211,glass_shatter
129.jpeg,224,224,tail_lamp,1,1,175,212,tail_lamp
1290.jpeg,224,224,head_lamp,21,36,224,193,head_lamp
1291.jpeg,224,224,door_dent,28,20,210,177,door_dent
1292.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
1293.jpeg,224,224,severe_damage,1,73,224,200,severe_damage
1294.jpeg,224,224,No_Damage,1,20,224,215,No_Damage
1295.jpeg,224,224,No_Damage,9,87,224,201,No_Damage
1296.jpeg,224,224,severe_damage,1,46,197,198,severe_damage
1297.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1298.jpeg,224,224,door_scratch,28,57,218,136,door_scratch
1299.jpeg,224,224,No_Damage,2,65,224,185,No_Damage
13.jpeg,224,224,door_dent,1,1,224,224,door_dent
130.jpeg,224,224,No_Damage,1,42,224,218,No_Damage
1300.jpeg,224,224,glass_shatter,1,1,224,209,glass_shatter
1301.jpeg,224,224,bumper_dent,27,51,177,202,bumper_dent
1302.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1303.jpeg,224,224,glass_shatter,10,29,224,210,glass_shatter
1304.jpeg,224,224,No_Damage,1,22,224,224,No_Damage
1305.jpeg,224,224,door_scratch,62,1,224,197,door_scratch
1306.jpeg,224,224,head_lamp,1,1,164,224,head_lamp
1307.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1308.jpeg,224,224,bumper_scratch,1,1,224,199,bumper_scratch
1309.jpeg,224,224,bumper_dent,83,104,165,142,bumper_dent
131.jpeg,224,224,severe_damage,1,7,223,210,severe_damage
1310.jpeg,224,224,bumper_scratch,42,60,156,139,bumper_scratch
1311.jpeg,224,224,front_damage,39,38,224,169,front_damage
1312.jpeg,224,224,tail_lamp,1,16,224,224,tail_lamp
1313.jpeg,224,224,glass_shatter,61,23,171,88,glass_shatter
1314.jpeg,224,224,bumper_dent,84,103,224,212,bumper_dent
1315.jpeg,224,224,door_dent,26,23,174,181,door_dent
1316.jpeg,224,224,head_lamp,80,1,224,202,head_lamp
1317.jpeg,224,224,tail_lamp,1,1,224,208,tail_lamp
1318.jpeg,224,224,bumper_dent,44,37,178,178,bumper_dent
1319.jpeg,224,224,front_damage,22,11,224,138,front_damage
132.jpeg,224,224,No_Damage,1,20,224,224,No_Damage
1320.jpeg,224,224,bumper_dent,1,1,221,224,bumper_dent
1321.jpeg,224,224,No_Damage,54,84,224,191,No_Damage
1322.jpeg,224,224,No_Damage,1,11,221,224,No_Damage
1323.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1324.jpeg,224,224,bumper_dent,94,21,199,161,bumper_dent
1325.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1326.jpeg,224,224,No_Damage,1,8,224,180,No_Damage
1327.jpeg,224,224,severe_damage,1,1,224,200,severe_damage
1328.jpeg,224,224,No_Damage,1,15,224,203,No_Damage
1329.jpeg,224,224,door_scratch,1,35,224,194,door_scratch
133.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1330.jpeg,224,224,No_Damage,1,48,224,199,No_Damage
1331.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1332.jpeg,224,224,bumper_dent,61,25,132,127,bumper_dent
1333.jpeg,224,224,tail_lamp,1,1,223,224,tail_lamp
1334.jpeg,224,224,No_Damage,1,24,224,185,No_Damage
1335.jpeg,224,224,door_scratch,1,1,224,186,door_scratch
1336.jpeg,224,224,bumper_scratch,105,62,224,180,bumper_scratch
1337.jpeg,224,224,No_Damage,1,50,224,205,No_Damage
1338.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1339.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
134.jpeg,224,224,No_Damage,1,30,224,174,No_Damage
1340.jpeg,224,224,bumper_dent,82,55,224,203,bumper_dent
1341.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1342.jpeg,224,224,front_damage,1,30,224,183,front_damage
1343.jpeg,224,224,door_dent,1,1,224,224,door_dent
1344.jpeg,224,224,severe_damage,1,45,224,223,severe_damage
1345.jpeg,224,224,glass_shatter,1,1,219,224,glass_shatter
1346.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
1347.jpeg,224,224,door_dent,1,1,224,172,door_dent
1348.jpeg,224,224,head_lamp,1,1,224,216,head_lamp
1349.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
135.jpeg,224,224,door_scratch,1,1,224,203,door_scratch
1350.jpeg,224,224,door_dent,1,1,224,203,door_dent
1351.jpeg,224,224,glass_shatter,1,1,224,207,glass_shatter
1352.jpeg,224,224,door_dent,9,60,77,127,door_dent
1353.jpeg,224,224,door_dent,1,1,224,212,door_dent
1354.jpeg,224,224,front_damage,1,1,224,224,front_damage
1355.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
1356.jpeg,224,224,bumper_dent,21,20,224,215,bumper_dent
1357.jpeg,224,224,severe_damage,1,79,191,224,severe_damage
1358.jpeg,224,224,door_scratch,1,37,224,199,door_scratch
1359.jpeg,224,224,bumper_dent,104,44,224,194,bumper_dent
136.jpeg,224,224,door_dent,1,1,224,224,door_dent
1360.jpeg,224,224,door_dent,117,75,224,213,door_dent
1361.jpeg,224,224,severe_damage,1,10,224,223,severe_damage
1362.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1363.jpeg,224,224,severe_damage,1,1,224,202,severe_damage
1364.jpeg,224,224,bumper_dent,107,98,217,206,bumper_dent
1365.jpeg,224,224,bumper_dent,102,36,222,172,bumper_dent
1366.jpeg,224,224,bumper_scratch,109,45,224,187,bumper_scratch
1367.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1368.jpeg,224,224,No_Damage,1,103,224,224,No_Damage
1369.jpeg,224,224,No_Damage,1,25,224,215,No_Damage
137.jpeg,224,224,bumper_scratch,1,1,224,202,bumper_scratch
1370.jpeg,224,224,head_lamp,1,1,224,182,head_lamp
1371.jpeg,224,224,No_Damage,1,23,224,205,No_Damage
1372.jpeg,224,224,glass_shatter,1,10,224,224,glass_shatter
1373.jpeg,224,224,bumper_scratch,80,93,163,168,bumper_scratch
1374.jpeg,224,224,No_Damage,1,6,224,224,No_Damage
1375.jpeg,224,224,No_Damage,1,50,224,181,No_Damage
1376.jpeg,224,224,No_Damage,1,39,224,154,No_Damage
1377.jpeg,224,224,head_lamp,1,1,224,202,head_lamp
1378.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1379.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
138.jpeg,224,224,No_Damage,1,30,224,200,No_Damage
1380.jpeg,224,224,tail_lamp,78,1,224,224,tail_lamp
1381.jpeg,224,224,door_dent,1,1,223,221,door_dent
1382.jpeg,224,224,severe_damage,20,24,224,205,severe_damage
1383.jpeg,224,224,front_damage,1,1,224,222,front_damage
1384.jpeg,224,224,glass_shatter,1,1,224,208,glass_shatter
1385.jpeg,224,224,door_scratch,1,83,224,154,door_scratch
1386.jpeg,224,224,door_dent,81,73,170,175,door_dent
1387.jpeg,224,224,front_damage,6,10,224,194,front_damage
1388.jpeg,224,224,No_Damage,1,9,224,212,No_Damage
1389.jpeg,224,224,bumper_dent,1,57,224,204,bumper_dent
139.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1390.jpeg,224,224,No_Damage,1,27,224,179,No_Damage
1391.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1392.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
1393.jpeg,224,224,No_Damage,1,116,224,215,No_Damage
1394.jpeg,224,224,door_dent,43,78,178,191,door_dent
1395.jpeg,224,224,door_scratch,23,53,196,168,door_scratch
1396.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1397.jpeg,224,224,door_dent,50,4,187,179,door_dent
1398.jpeg,224,224,door_dent,1,2,196,216,door_dent
1399.jpeg,224,224,bumper_scratch,1,1,222,201,bumper_scratch
14.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
140.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
1400.jpeg,224,224,tail_lamp,1,1,224,223,tail_lamp
1401.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1402.jpeg,224,224,door_dent,65,33,200,224,door_dent
1403.jpeg,224,224,front_damage,33,53,224,169,front_damage
1404.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
1405.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1406.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1407.jpeg,224,224,No_Damage,1,40,224,215,No_Damage
1408.jpeg,224,224,head_lamp,1,1,211,224,head_lamp
1409.jpeg,224,224,No_Damage,1,48,224,168,No_Damage
141.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
1410.jpeg,224,224,No_Damage,1,36,224,207,No_Damage
1411.jpeg,224,224,door_dent,1,1,224,222,door_dent
1412.jpeg,224,224,No_Damage,1,64,224,207,No_Damage
1413.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1414.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
1415.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1416.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
1417.jpeg,224,224,No_Damage,1,36,224,224,No_Damage
1418.jpeg,224,224,door_dent,150,131,224,224,door_dent
1419.jpeg,224,224,door_dent,50,29,152,161,door_dent
142.jpeg,224,224,No_Damage,1,38,224,208,No_Damage
1420.jpeg,224,224,tire_damage,52,59,224,181,tire_damage
1421.jpeg,224,224,No_Damage,19,70,224,192,No_Damage
1422.jpeg,224,224,tail_lamp,1,1,102,224,tail_lamp
1423.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
1424.jpeg,224,224,bumper_dent,1,93,224,224,bumper_dent
1425.jpeg,224,224,tail_lamp,74,60,158,215,tail_lamp
1426.jpeg,224,224,severe_damage,1,1,224,209,severe_damage
1427.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
1428.jpeg,224,224,front_damage,1,1,224,224,front_damage
1429.jpeg,224,224,door_dent,43,49,167,177,door_dent
143.jpeg,224,224,head_lamp,1,1,224,207,head_lamp
1430.jpeg,224,224,tail_lamp,66,1,224,224,tail_lamp
1431.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
1432.jpeg,224,224,door_scratch,1,7,101,200,door_scratch
1433.jpeg,224,224,head_lamp,102,172,224,224,head_lamp
1434.jpeg,224,224,door_dent,1,1,224,224,door_dent
1435.jpeg,224,224,No_Damage,1,37,224,209,No_Damage
1436.jpeg,224,224,door_dent,37,48,135,178,door_dent
1437.jpeg,224,224,bumper_scratch,46,72,179,174,bumper_scratch
